class,link,visual_type0,visual_type1,visual_type2,visual_type3,visual_type4,visual_type5,visual_purpose0,visual_purpose1,visual_purpose2,visual_purpose3,visual_purpose4,visual_purpose5,bug_type,ClosedTime,Participants,DescriptionLength,Comments,FirstCommentTime,LastCommentTime
vid,https://github.com/vector-im/element-web/issues/17576,UserInterface,,,,,,example,,,,,,GUI-related issue,3.91658565,2,7,2,2.074953704,2.118194444
vid,https://github.com/godotengine/godot/issues/51675,UserInterface,,,,,,example,,,,,,GUI-related issue,7.66930556,0,48,1,0.001111111111,0.001111111111
vid,https://github.com/elastic/kibana/issues/91519,Logs,,,,,,example,,,,,,Program anomaly issue,22.9512731,2,51,8,3.47E-05,22.95127315
vid,https://github.com/elastic/kibana/issues/122656,Output,,,,,,example,,,,,,Program anomaly issue,0.35206019,1,91,1,2.31E-05,2.31E-05
vid,https://github.com/wordpress/gutenberg/issues/14871,Output,,,,,,example,,,,,,Program anomaly issue,2.90108796,1,128,3,0.001018518519,1.787650463
vid,https://github.com/elastic/kibana/issues/30563,Performance,Performance,,,,,example,example,,,,,Program anomaly issue,31.7679167,2,19,5,1.16E-05,32.02777778
vid,https://github.com/ballerina-platform/ballerina-lang/issues/29703,Output,,,,,,additional information,,,,,,Program anomaly issue,0.18553241,0,1,0,,
vid,https://github.com/vector-im/element-web/issues/19003,UserInterface,,,,,,example,,,,,,GUI-related issue,30.922419,4,79,6,11.01513889,25.10195602
vid,https://github.com/microsoft/vscode/issues/138715,Logs,,,,,,example,,,,,,Performance issue,1.25797454,1,23,2,0.0803587963,1.257418981
vid,https://github.com/wordpress/gutenberg/issues/37716,UserInterface,,,,,,example,,,,,,GUI-related issue,1.46262731,1,67,3,0.312037037,0.7056134259
vid,https://github.com/elastic/kibana/issues/30717,UserInterface,,,,,,example,,,,,,GUI-related issue,863.499896,3,47,6,1.16E-05,863.4998843
vid,https://github.com/woocommerce/woocommerce/issues/30209,UserInterface,,,,,,example,,,,,,GUI-related issue,263.790521,1,85,1,6.154490741,6.154490741
vid,https://github.com/elastic/kibana/issues/120905,Output,,,,,,example,,,,,,Program anomaly issue,0.2030787,2,89,2,2.31E-05,0.2030787037
vid,https://github.com/eclipse/che/issues/11744,Output,,,,,,additional information,,,,,,Program anomaly issue,56.0315046,0,18,0,,
vid,https://github.com/microsoft/vscode/issues/119339,UserInterface,,,,,,example,,,,,,Program anomaly issue,6.36158565,1,22,2,5.331331019,5.469884259
vid,https://github.com/wordpress/gutenberg/issues/26473,UserInterface,,,,,,example,,,,,,GUI-related issue,114.851088,3,58,3,7.068657407,114.851088
vid,https://github.com/elastic/kibana/issues/15538,UserInterface,,,,,,example,,,,,,GUI-related issue,0.061875,1,23,1,0.003981481481,0.003981481481
vid,https://github.com/wordpress/gutenberg/issues/33283,Output,,,,,,example,,,,,,Program anomaly issue,35.0440162,2,103,12,13.1580787,14.91405093
vid,https://github.com/ant-design/ant-design/issues/23784,UserInterface,,,,,,additional information,,,,,,GUI-related issue,0.16577546,3,14,4,0.0005092592593,0.1417939815
vid,https://github.com/elastic/kibana/issues/111198,Output,,,,,,example,,,,,,Program anomaly issue,9.60103009,3,77,5,2.31E-05,59.65988426
vid,https://github.com/wordpress/gutenberg/issues/28989,UserInterface,,,,,,example,,,,,,GUI-related issue,1.13988426,4,70,7,0.03958333,1.07152778
vid,https://github.com/wordpress/gutenberg/issues/12978,Output,,,,,,example,,,,,,Program anomaly issue,52.2688542,3,18,7,1.063391204,35.82603009
vid,https://github.com/mozilla-mobile/fenix/issues/11690,Output,,,,,,example,,,,,,Program anomaly issue,56.2203356,1,31,1,48.1409838,48.1409838
vid,https://github.com/mozilla-mobile/fenix/issues/6247,Output,,,,,,example,,,,,,Program anomaly issue,116.287234,3,88,5,64.48903935,116.2872338
vid,https://github.com/microsoft/vscode/issues/97808,UserInterface,,,,,,example,,,,,,GUI-related issue,515.027234,4,48,4,14.04456019,515.0371644
vid,https://github.com/eclipse/che/issues/10360,Output,,,,,,example,,,,,,Program anomaly issue,66.7611574,0,107,0,,
vid,https://github.com/mozilla-mobile/fenix/issues/4240,UserInterface,,,,,,example,,,,,,Program anomaly issue,7.23739583,2,41,6,1.096909722,10.0200463
vid,https://github.com/elastic/kibana/issues/61921,UserInterface,,,,,,example,,,,,,GUI-related issue,0.16568287,2,15,2,2.31E-05,0.1656828704
vid,https://github.com/qgis/qgis/issues/36820,Output,,,,,,example,,,,,,Program anomaly issue,21.4574769,2,84,3,0.1084490741,0.6674768519
vid,https://github.com/godotengine/godot/issues/45318,Output,,,,,,example,,,,,,Program anomaly issue,68.8484259,2,33,3,0.00650462963,68.84842593
vid,https://github.com/mozilla-mobile/fenix/issues/10287,Output,,,,,,example,,,,,,Program anomaly issue,103.316181,1,65,1,0.1615972222,0.1615972222
vid,https://github.com/microsoft/vscode/issues/124314,UserInterface,,,,,,example,,,,,,Program anomaly issue,3.73158565,0,5,0,,
vid,https://github.com/elastic/kibana/issues/31474,Output,,,,,,example,,,,,,Program anomaly issue,20.6649884,1,48,1,0.0002777777778,0.0002777777778
vid,https://github.com/wordpress/gutenberg/issues/30803,Output,,,,,,example,,,,,,Program anomaly issue,77.3141204,4,7,12,14.16809028,86.29461806
vid,https://github.com/wordpress/gutenberg/issues/31353,UserInterface,,,,,,example,,,,,,GUI-related issue,5.54815972,1,88,1,3.54375,3.54375
vid,https://github.com/grafana/grafana/issues/13854,Output,Logs,,,,,additional information,additional information,,,,,Program anomaly issue,1.9137963,1,5,1,1.855787037,1.855787037
vid,https://github.com/mozilla-mobile/fenix/issues/15296,Output,,,,,,example,,,,,,Program anomaly issue,3.23393519,2,66,4,1.622881944,9.106087963
vid,https://github.com/godotengine/godot/issues/52207,Output,Output,Output,Output,,,example,example,example,example,,,Program anomaly issue,47.5111806,2,71,2,0.1786111111,47.51111111
vid,https://github.com/wordpress/gutenberg/issues/28742,Output,,,,,,example,,,,,,GUI-related issue,392.458542,1,95,1,95.57356481,95.57356481
vid,https://github.com/elastic/kibana/issues/81782,Output,,,,,,example,,,,,,GUI-related issue,198.922789,2,120,2,2.31E-05,198.9227894
vid,https://github.com/mozilla-mobile/fenix/issues/3390,UserInterface,,,,,,example,,,,,,GUI-related issue,715.888877,3,27,3,327.1121991,715.8888773
vid,https://github.com/godotengine/godot/issues/15936,Output,,,,,,additional information,,,,,,Program anomaly issue,437.889248,3,11,3,306.3680208,437.8892477
vid,https://github.com/microsoft/vscode/issues/103918,Output,,,,,,example,,,,,,Program anomaly issue,0.66322917,0,22,0,,
vid,https://github.com/elastic/kibana/issues/128360,Output,Output,,,,,example,example,,,,,Program anomaly issue,4.68322917,3,96,5,2.31E-05,48.95322917
vid,https://github.com/microsoft/vscode/issues/133823,Logs,,,,,,additional information,,,,,,GUI-related issue,11.5777315,2,33,3,1.275173611,32.49443287
vid,https://github.com/mozilla-mobile/fenix/issues/10732,Performance,,,,,,example,,,,,,Program anomaly issue,463.346979,1,389,0,271.3381366,271.3381366
vid,https://github.com/eclipse/che/issues/5986,UserInterface,,,,,,example,,,,,,GUI-related issue,80.213044,2,46,2,3.109826389,80.21304398
vid,https://github.com/vector-im/element-web/issues/21125,UserInterface,,,,,,example,,,,,,GUI-related issue,12.0358102,2,20,3,2.829988426,11.98569444
vid,https://github.com/qgis/qgis/issues/44532,Output,,,,,,additional information,,,,,,Program anomaly issue,21.9382523,1,14,7,14.03409722,14.57686343
vid,https://github.com/microsoft/vscode/issues/135023,Output,Output,,,,,example,example,,,,,Program anomaly issue,586.178542,1,176,2,45.07730324,587.0827662
vid,https://github.com/grafana/grafana/issues/17861,Output,,,,,,example,,,,,,Program anomaly issue,1.17739583,0,83,0,,
vid,https://github.com/microsoft/vscode/issues/93543,Output,,,,,,example,,,,,,Program anomaly issue,0.78490741,0,140,1,0.7847800926,0.7847800926
vid,https://github.com/facebook/react-native/issues/26191,Output,,,,,,example,,,,,,Program anomaly issue,100.837917,2,132,4,1.847835648,3.775590278
vid,https://github.com/wordpress/gutenberg/issues/17505,Output,,,,,,example,,,,,,Program anomaly issue,114.690012,3,129,11,2.631770833,16.41738426
vid,https://github.com/wordpress/gutenberg/issues/22550,Output,,,,,,example,,,,,,Program anomaly issue,66.1844676,0,33,0,,
vid,https://github.com/mozilla-mobile/fenix/issues/21357,Output,,,,,,example,,,,,,Program anomaly issue,5.36503472,1,48,2,5.364513889,5.365034722
vid,https://github.com/gatsbyjs/gatsby/issues/25942,Performance,,,,,,example,,,,,,Program anomaly issue,273.124005,3,463,7,0.9096759259,273.1240046
vid,https://github.com/mozilla-mobile/fenix/issues/8633,Performance,,,,,,example,,,,,,Program anomaly issue,2.77756944,3,37,4,0.09052083333,2.777569444
vid,https://github.com/wordpress/gutenberg/issues/32295,Output,,,,,,example,,,,,,Program anomaly issue,6.45549769,1,92,1,5.40505787,5.40505787
vid,https://github.com/microsoft/vscode/issues/94051,UserInterface,,,,,,example,,,,,,GUI-related issue,13.5915278,1,21,2,0.5890393519,13.59180556
vid,https://github.com/eclipse/che/issues/11837,Logs,,,,,,example,,,,,,Program anomaly issue,22.7454051,1,28,1,2.874270833,2.874270833
vid,https://github.com/elastic/kibana/issues/12666,UserInterface,,,,,,example,,,,,,GUI-related issue,1609.11742,5,47,5,8.119375,1558.785729
vid,https://github.com/godotengine/godot/issues/43204,Output,,,,,,example,,,,,,Program anomaly issue,26.5691319,4,39,13,0.01135416667,30.23564815
vid,https://github.com/microsoft/vscode/issues/109569,Output,,,,,,example,,,,,,GUI-related issue,0.09719907,0,14,0,,
vid,https://github.com/microsoft/vscode/issues/125616,Output,,,,,,example,,,,,,Program anomaly issue,61.1761806,2,74,3,1.052731481,2.996886574
vid,https://github.com/eclipse/che/issues/5881,Output,,,,,,example,,,,,,Program anomaly issue,18.7069676,0,55,0,,
vid,https://github.com/microsoft/vscode/issues/104931,Output,,,,,,example,,,,,,Program anomaly issue,16.830544,2,56,2,16.41274306,16.83034722
vid,https://github.com/wordpress/gutenberg/issues/33653,Output,,,,,,example,,,,,,Program anomaly issue,6.87144676,0,92,1,0.0009490740741,0.0009490740741
vid,https://github.com/elastic/kibana/issues/92288,Output,,,,,,example,,,,,,Program anomaly issue,6.96627315,3,64,3,0.0002777777778,0.1108101852
vid,https://github.com/qgis/qgis/issues/40720,Output,,,,,,example,,,,,,Datebase-related issue,47.5093403,3,96,12,0.1709143519,49.45633102
vid,https://github.com/wordpress/gutenberg/issues/10202,Output,,,,,,example,,,,,,GUI-related issue,7.85268519,0,19,2,0.00275462963,7.852685185
vid,https://github.com/vector-im/element-web/issues/7347,Output,,,,,,example,,,,,,GUI-related issue,392.539306,1,43,2,11.12347222,392.5393056
vid,https://github.com/elastic/kibana/issues/20132,Output,Output,,,,,example,example,,,,,Program anomaly issue,227.924398,8,28,12,0.1296064815,223.8147106
vid,https://github.com/mozilla-mobile/fenix/issues/6922,Logs,,,,,,example,,,,,,Program anomaly issue,6.94523148,0,391,1,6.945231481,6.945231481
vid,https://github.com/elastic/kibana/issues/125346,Output,,,,,,example,,,,,,Program anomaly issue,32.6022222,3,67,7,2.31E-05,33.03738426
vid,https://github.com/godotengine/godot/issues/15044,Output,,,,,,example,,,,,,GUI-related issue,14.1527083,4,118,16,0.6144675926,92.89336806
vid,https://github.com/godotengine/godot/issues/21066,UserInterface,,,,,,example,,,,,,GUI-related issue,8.1750463,0,31,0,,
vid,https://github.com/godotengine/godot/issues/20684,Output,,,,,,additional information,,,,,,Program anomaly issue,48.1801389,1,19,2,0.0184837963,0.03048611111
vid,https://github.com/elastic/kibana/issues/14764,UserInterface,,,,,,example,,,,,,GUI-related issue,3.11346065,0,11,0,,
vid,https://github.com/godotengine/godot/issues/37251,Output,Output,,,,,example,example,,,,,GUI-related issue,112.997674,4,75,6,0.001053240741,112.9976736
vid,https://github.com/mozilla-mobile/fenix/issues/15297,Output,,,,,,example,,,,,,Program anomaly issue,224.611898,2,27,1,0.1051041667,0.1051041667
vid,https://github.com/wordpress/gutenberg/issues/16564,Output,,,,,,example,,,,,,GUI-related issue,2.89469907,0,38,0,,
vid,https://github.com/elastic/kibana/issues/12914,Output,,,,,,example,,,,,,Program anomaly issue,22.1550116,1,44,8,0.03465277778,22.15501157
vid,https://github.com/wordpress/gutenberg/issues/12048,UserInterface,,,,,,example,,,,,,GUI-related issue,535.426389,10,34,40,171.0281829,481.9549537
vid,https://github.com/eclipse/che/issues/14039,Performance,Performance,,,,,example,example,,,,,Performance issue,53.9975116,9,81,15,0.07725694444,53.99751157
vid,https://github.com/ionic-team/ionic-framework/issues/19981,Output,,,,,,example,,,,,,GUI-related issue,355.388715,3,46,2,13.02306713,355.3887153
vid,https://github.com/microsoft/vscode/issues/136509,Output,,,,,,example,,,,,,GUI-related issue,24.5276505,5,153,9,0.0365625,30.20993056
vid,https://github.com/ionic-team/ionic-framework/issues/22783,Diagram,,,,,,example,,,,,,Configuration issue,32.9950116,1,21,1,32.99501157,32.99501157
vid,https://github.com/elastic/kibana/issues/105683,Output,,,,,,example,,,,,,GUI-related issue,110.850752,1,55,1,1.16E-05,1.16E-05
vid,https://github.com/godotengine/godot/issues/51021,Performance,,,,,,example,,,,,,Performance issue,14.6485069,4,134,21,0.007743055556,14.24314815
vid,https://github.com/eclipse/che/issues/8539,Performance,,,,,,example,,,,,,Performance issue,28.837037,1,33,2,0.02552083333,28.83703704
vid,https://github.com/mozilla-mobile/fenix/issues/18079,Output,,,,,,example,,,,,,GUI-related issue,326.377234,1,63,2,87.8299537,138.8539931
vid,https://github.com/wordpress/gutenberg/issues/9905,Output,,,,,,example,,,,,,Program anomaly issue,47.9374884,3,69,4,0.1682060185,47.93748843
vid,https://github.com/microsoft/vscode/issues/99354,Output,,,,,,example,,,,,,Program anomaly issue,0.25126157,5,17,11,0.006180555556,0.3633449074
vid,https://github.com/wordpress/gutenberg/issues/27631,Logs,,,,,,example,,,,,,Program anomaly issue,0.36467593,4,146,5,0.01479166667,0.3636226852
vid,https://github.com/eclipse/che/issues/9959,Output,,,,,,example,,,,,,GUI-related issue,31.7836574,1,64,2,0.7697453704,0.9195949074
vid,https://github.com/microsoft/vscode/issues/127727,Output,,,,,,example,,,,,,Program anomaly issue,0.04126157,1,86,1,0.01590277778,0.01590277778
vid,https://github.com/elastic/kibana/issues/35083,Output,,,,,,example,,,,,,GUI-related issue,78.0077662,4,42,4,2.31E-05,78.0077662
vid,https://github.com/wordpress/gutenberg/issues/12318,Logs,,,,,,example,,,,,,Program anomaly issue,79.739919,1,57,3,0.02288194444,9.253553241
vid,https://github.com/godotengine/godot/issues/11116,Output,,,,,,example,,,,,,Program anomaly issue,91.1430903,6,74,14,1.528969907,72.64903935
vid,https://github.com/elastic/kibana/issues/42390,Logs,,,,,,example,,,,,,GUI-related issue,6.89231481,1,60,1,2.31E-05,2.31E-05
